,client_type,service_tier,reserved_gpu_type
4645,managed_account,priority,GPU_T1
4646,enterprise_client,standard,GPU_T1
4647,internal_research,standard,GPU_T1
4648,managed_account,priority,GPU_T1
4649,cloud_marketplace,on_demand,GPU_T1
4650,managed_account,standard,GPU_T1
4651,enterprise_client,standard,GPU_T4
4652,cloud_marketplace,standard,GPU_T7
4653,internal_research,unknown,GPU_T6
4654,enterprise_client,standard,GPU_T1
4655,managed_account,standard,GPU_T1
4656,cloud_marketplace,standard,GPU_T1
4657,internal_research,standard,GPU_T5
4658,cloud_marketplace,standard,GPU_T4
4659,sponsored_project,standard,GPU_T4
4660,managed_account,standard,GPU_T1
4661,research_consortium,standard,GPU_T1
4662,cloud_marketplace,standard,GPU_T1
4663,cloud_marketplace,standard,GPU_T7
4664,cloud_marketplace,standard,GPU_T1
4665,managed_account,priority,GPU_T1
4666,managed_account,standard,GPU_T1
4667,cloud_marketplace,priority,GPU_T7
4668,managed_account,priority,GPU_T1
4669,cloud_marketplace,standard,GPU_T1
4670,cloud_marketplace,standard,GPU_T5
4671,cloud_marketplace,on_demand,GPU_T1
4672,cloud_marketplace,priority,GPU_T1
4673,cloud_marketplace,standard,GPU_T5
4674,cloud_marketplace,standard,GPU_T1
4675,cloud_marketplace,standard,GPU_T4
4676,cloud_marketplace,standard,GPU_T1
4677,cloud_marketplace,priority,GPU_T1
4678,cloud_marketplace,standard,GPU_T1
4679,cloud_marketplace,standard,GPU_T1
4680,cloud_marketplace,standard,GPU_T1
4681,managed_account,standard,GPU_T1
4682,cloud_marketplace,on_demand,GPU_T1
4683,internal_research,standard,GPU_T1
4684,cloud_marketplace,on_demand,GPU_T1
4685,enterprise_client,standard,GPU_T1
4686,internal_research,standard,GPU_T7
4687,managed_account,standard,GPU_T4
4688,cloud_marketplace,on_demand,GPU_T1
4689,cloud_marketplace,priority,GPU_T1
4690,cloud_marketplace,priority,GPU_T4
4691,enterprise_client,standard,GPU_T1
4692,cloud_marketplace,standard,GPU_T4
4693,managed_account,priority,GPU_T1
4694,managed_account,standard,GPU_T5
4695,cloud_marketplace,standard,GPU_T1
4696,managed_account,standard,GPU_T4
4697,enterprise_client,standard,GPU_T1
4698,cloud_marketplace,standard,GPU_T1
4699,cloud_marketplace,on_demand,GPU_T1
4700,cloud_marketplace,standard,GPU_T1
4701,cloud_marketplace,standard,GPU_T5
4702,internal_research,standard,GPU_T1
4703,cloud_marketplace,priority,GPU_T1
4704,internal_research,standard,GPU_T1
4705,cloud_marketplace,standard,GPU_T4
4706,internal_research,standard,GPU_T4
4707,cloud_marketplace,standard,GPU_T5
4708,cloud_marketplace,on_demand,GPU_T1
4709,cloud_marketplace,priority,GPU_T1
4710,cloud_marketplace,on_demand,GPU_T1
4711,cloud_marketplace,priority,GPU_T4
4712,cloud_marketplace,standard,GPU_T3
4713,cloud_marketplace,standard,GPU_T1
4714,internal_research,on_demand,GPU_T1
4715,enterprise_client,standard,GPU_T4
4716,cloud_marketplace,priority,GPU_T5
4717,cloud_marketplace,standard,GPU_T2
4718,enterprise_client,standard,GPU_T4
4719,cloud_marketplace,on_demand,GPU_T1
4720,cloud_marketplace,on_demand,GPU_T1
4721,cloud_marketplace,on_demand,GPU_T1
4722,managed_account,enterprise,GPU_T1
4723,cloud_marketplace,standard,GPU_T5
4724,cloud_marketplace,standard,GPU_T4
4725,cloud_marketplace,on_demand,GPU_T1
4726,cloud_marketplace,standard,GPU_T4
4727,cloud_marketplace,standard,GPU_T1
4728,internal_research,standard,GPU_T4
4729,cloud_marketplace,standard,GPU_T4
4730,managed_account,priority,GPU_T1
4731,cloud_marketplace,standard,GPU_T1
4732,cloud_marketplace,standard,GPU_T1
4733,managed_account,standard,GPU_T5
4734,cloud_marketplace,on_demand,GPU_T1
4735,managed_account,standard,GPU_T1
4736,cloud_marketplace,standard,GPU_T1
4737,cloud_marketplace,standard,GPU_T1
4738,internal_research,priority,GPU_T4
4739,cloud_marketplace,standard,GPU_T1
4740,cloud_marketplace,standard,GPU_T1
4741,internal_research,standard,GPU_T3
4742,cloud_marketplace,standard,GPU_T4
4743,cloud_marketplace,standard,GPU_T1
4744,managed_account,on_demand,GPU_T1
4745,managed_account,standard,GPU_T4
4746,cloud_marketplace,standard,GPU_T1
4747,cloud_marketplace,standard,GPU_T4
4748,cloud_marketplace,standard,GPU_T1
4749,managed_account,on_demand,GPU_T1
4750,managed_account,unknown,GPU_T3
4751,cloud_marketplace,standard,GPU_T1
4752,cloud_marketplace,standard,GPU_T4
4753,cloud_marketplace,standard,GPU_T1
4754,cloud_marketplace,standard,GPU_T4
4755,internal_research,standard,GPU_T1
4756,internal_research,standard,GPU_T1
4757,cloud_marketplace,standard,GPU_T1
4758,cloud_marketplace,standard,GPU_T1
4759,cloud_marketplace,standard,GPU_T4
4760,cloud_marketplace,standard,GPU_T4
4761,managed_account,standard,GPU_T1
4762,cloud_marketplace,standard,GPU_T1
4763,cloud_marketplace,standard,GPU_T1
4764,cloud_marketplace,standard,GPU_T6
4765,cloud_marketplace,standard,GPU_T1
4766,managed_account,standard,GPU_T5
4767,cloud_marketplace,standard,GPU_T1
4768,cloud_marketplace,on_demand,GPU_T1
4769,cloud_marketplace,standard,GPU_T1
4770,cloud_marketplace,standard,GPU_T1
4771,cloud_marketplace,standard,GPU_T4
4772,internal_research,standard,GPU_T4
4773,managed_account,standard,GPU_T1
4774,cloud_marketplace,standard,GPU_T1
4775,cloud_marketplace,on_demand,GPU_T4
4776,internal_research,priority,GPU_T4
4777,cloud_marketplace,standard,GPU_T4
4778,managed_account,standard,GPU_T4
4779,cloud_marketplace,standard,GPU_T4
4780,cloud_marketplace,priority,GPU_T1
4781,research_consortium,standard,GPU_T1
4782,cloud_marketplace,on_demand,GPU_T1
4783,cloud_marketplace,standard,GPU_T4
4784,managed_account,standard,GPU_T1
4785,cloud_marketplace,on_demand,GPU_T1
4786,cloud_marketplace,on_demand,GPU_T1
4787,cloud_marketplace,standard,GPU_T1
4788,managed_account,on_demand,GPU_T1
4789,cloud_marketplace,standard,GPU_T6
4790,cloud_marketplace,standard,GPU_T4
4791,research_consortium,standard,GPU_T1
4792,cloud_marketplace,priority,GPU_T1
4793,cloud_marketplace,standard,GPU_T1
4794,cloud_marketplace,priority,GPU_T5
4795,cloud_marketplace,standard,GPU_T1
4796,cloud_marketplace,on_demand,GPU_T1
4797,cloud_marketplace,standard,GPU_T1
4798,cloud_marketplace,standard,GPU_T6
4799,cloud_marketplace,on_demand,GPU_T1
4800,internal_research,priority,GPU_T4
4801,cloud_marketplace,priority,GPU_T1
4802,cloud_marketplace,standard,GPU_T1
4803,managed_account,standard,GPU_T1
4804,cloud_marketplace,standard,GPU_T1
4805,managed_account,standard,GPU_T1
4806,cloud_marketplace,standard,GPU_T4
4807,internal_research,standard,GPU_T1
4808,managed_account,priority,GPU_T1
4809,managed_account,standard,GPU_T4
4810,cloud_marketplace,priority,GPU_T1
4811,managed_account,standard,GPU_T1
4812,enterprise_client,standard,GPU_T1
4813,cloud_marketplace,priority,GPU_T3
4814,enterprise_client,standard,GPU_T1
4815,internal_research,standard,GPU_T7
4816,cloud_marketplace,standard,GPU_T4
4817,managed_account,standard,GPU_T1
4818,managed_account,standard,GPU_T1
4819,cloud_marketplace,on_demand,GPU_T1
4820,managed_account,standard,GPU_T1
4821,cloud_marketplace,standard,GPU_T1
4822,cloud_marketplace,standard,GPU_T5
4823,cloud_marketplace,standard,GPU_T1
4824,internal_research,standard,GPU_T1
4825,managed_account,standard,GPU_T1
4826,cloud_marketplace,standard,GPU_T1
4827,internal_research,standard,GPU_T5
4828,cloud_marketplace,standard,GPU_T1
4829,internal_research,priority,GPU_T1
4830,managed_account,priority,GPU_T1
4831,cloud_marketplace,standard,GPU_T1
4832,cloud_marketplace,standard,GPU_T1
4833,internal_research,standard,GPU_T1
4834,managed_account,standard,GPU_T1
4835,cloud_marketplace,on_demand,GPU_T1
4836,cloud_marketplace,on_demand,GPU_T1
4837,managed_account,standard,GPU_T4
4838,enterprise_client,standard,GPU_T5
4839,cloud_marketplace,standard,GPU_T1
4840,managed_account,standard,GPU_T1
4841,managed_account,standard,GPU_T1
4842,managed_account,priority,GPU_T3
4843,cloud_marketplace,on_demand,GPU_T1
4844,cloud_marketplace,standard,GPU_T1
4845,cloud_marketplace,standard,GPU_T1
4846,managed_account,standard,GPU_T1
4847,cloud_marketplace,on_demand,GPU_T1
4848,cloud_marketplace,standard,GPU_T4
4849,enterprise_client,standard,GPU_T1
4850,managed_account,standard,GPU_T4
4851,research_consortium,standard,GPU_T1
4852,cloud_marketplace,standard,GPU_T1
4853,research_consortium,standard,GPU_T1
4854,cloud_marketplace,standard,GPU_T1
4855,cloud_marketplace,standard,GPU_T5
4856,managed_account,priority,GPU_T1
4857,cloud_marketplace,standard,GPU_T1
4858,internal_research,priority,GPU_T5
4859,managed_account,priority,GPU_T1
4860,research_consortium,standard,GPU_T1
4861,managed_account,standard,GPU_T1
4862,cloud_marketplace,standard,GPU_T1
4863,cloud_marketplace,standard,GPU_T1
4864,internal_research,standard,GPU_T3
4865,cloud_marketplace,on_demand,GPU_T1
4866,cloud_marketplace,standard,GPU_T5
4867,internal_research,standard,GPU_T1
4868,cloud_marketplace,priority,GPU_T1
4869,research_consortium,standard,GPU_T1
4870,managed_account,standard,GPU_T1
4871,research_consortium,standard,GPU_T1
4872,cloud_marketplace,standard,GPU_T4
4873,cloud_marketplace,standard,GPU_T7
4874,internal_research,standard,GPU_T5
4875,research_consortium,standard,GPU_T1
4876,cloud_marketplace,standard,GPU_T1
4877,research_consortium,standard,GPU_T1
4878,internal_research,standard,GPU_T1
4879,cloud_marketplace,on_demand,GPU_T1
4880,cloud_marketplace,standard,GPU_T1
4881,cloud_marketplace,standard,GPU_T1
4882,cloud_marketplace,standard,GPU_T1
4883,cloud_marketplace,standard,GPU_T1
4884,cloud_marketplace,standard,GPU_T1
4885,cloud_marketplace,standard,GPU_T1
4886,cloud_marketplace,standard,GPU_T4
4887,cloud_marketplace,standard,GPU_T1
4888,cloud_marketplace,standard,GPU_T1
4889,cloud_marketplace,standard,GPU_T4
4890,cloud_marketplace,standard,GPU_T1
4891,research_consortium,standard,GPU_T1
4892,cloud_marketplace,standard,GPU_T1
4893,cloud_marketplace,standard,GPU_T1
4894,cloud_marketplace,standard,GPU_T1
4895,cloud_marketplace,on_demand,GPU_T1
4896,cloud_marketplace,standard,GPU_T4
4897,cloud_marketplace,on_demand,GPU_T1
4898,internal_research,standard,GPU_T3
4899,cloud_marketplace,standard,GPU_T1
4900,cloud_marketplace,standard,GPU_T4
4901,internal_research,priority,GPU_T5
4902,cloud_marketplace,standard,GPU_T1
4903,cloud_marketplace,standard,GPU_T4
4904,cloud_marketplace,standard,GPU_T1
4905,research_consortium,standard,GPU_T1
4906,cloud_marketplace,standard,GPU_T4
4907,cloud_marketplace,standard,GPU_T5
4908,internal_research,standard,GPU_T1
4909,cloud_marketplace,priority,GPU_T1
4910,cloud_marketplace,standard,GPU_T1
4911,cloud_marketplace,standard,GPU_T5
4912,cloud_marketplace,standard,GPU_T1
4913,managed_account,standard,GPU_T1
4914,cloud_marketplace,standard,GPU_T6
4915,managed_account,priority,GPU_T5
4916,internal_research,standard,GPU_T1
4917,research_consortium,priority,GPU_T1
4918,cloud_marketplace,on_demand,GPU_T1
4919,cloud_marketplace,on_demand,GPU_T1
4920,internal_research,priority,GPU_T5
4921,research_consortium,priority,GPU_T1
4922,cloud_marketplace,standard,GPU_T4
4923,cloud_marketplace,on_demand,GPU_T1
4924,cloud_marketplace,on_demand,GPU_T1
4925,managed_account,standard,GPU_T1
4926,internal_research,standard,GPU_T3
4927,cloud_marketplace,standard,GPU_T4
4928,cloud_marketplace,standard,GPU_T1
4929,cloud_marketplace,standard,GPU_T1
4930,internal_research,standard,GPU_T5
4931,cloud_marketplace,standard,GPU_T4
4932,cloud_marketplace,standard,GPU_T4
4933,cloud_marketplace,standard,GPU_T4
4934,cloud_marketplace,priority,GPU_T4
4935,cloud_marketplace,standard,GPU_T6
4936,cloud_marketplace,priority,GPU_T5
4937,cloud_marketplace,standard,GPU_T3
4938,managed_account,priority,GPU_T4
4939,cloud_marketplace,standard,GPU_T1
4940,cloud_marketplace,standard,GPU_T1
4941,cloud_marketplace,standard,GPU_T1
4942,cloud_marketplace,standard,GPU_T1
4943,cloud_marketplace,standard,GPU_T1
4944,cloud_marketplace,standard,GPU_T1
4945,cloud_marketplace,on_demand,GPU_T1
4946,cloud_marketplace,priority,GPU_T3
4947,cloud_marketplace,priority,GPU_T1
4948,cloud_marketplace,standard,GPU_T1
4949,cloud_marketplace,standard,GPU_T1
4950,cloud_marketplace,standard,GPU_T1
4951,cloud_marketplace,on_demand,GPU_T1
4952,cloud_marketplace,standard,GPU_T5
4953,managed_account,priority,GPU_T1
4954,internal_research,standard,GPU_T5
4955,cloud_marketplace,priority,GPU_T1
4956,cloud_marketplace,on_demand,GPU_T1
4957,internal_research,standard,GPU_T5
4958,internal_research,enterprise,GPU_T5
4959,enterprise_client,standard,GPU_T1
4960,cloud_marketplace,priority,GPU_T4
4961,cloud_marketplace,standard,GPU_T4
4962,cloud_marketplace,on_demand,GPU_T1
4963,cloud_marketplace,priority,GPU_T5
4964,cloud_marketplace,standard,GPU_T1
4965,internal_research,standard,GPU_T5
4966,managed_account,priority,GPU_T1
4967,cloud_marketplace,standard,GPU_T1
4968,cloud_marketplace,on_demand,GPU_T1
4969,internal_research,standard,GPU_T6
4970,cloud_marketplace,standard,GPU_T4
4971,cloud_marketplace,standard,GPU_T1
4972,research_consortium,standard,GPU_T1
4973,cloud_marketplace,on_demand,GPU_T1
4974,internal_research,standard,GPU_T1
4975,research_consortium,standard,GPU_T1
4976,research_consortium,standard,GPU_T1
4977,research_consortium,standard,GPU_T1
4978,internal_research,standard,GPU_T1
4979,research_consortium,standard,GPU_T1
4980,cloud_marketplace,on_demand,GPU_T1
4981,enterprise_client,standard,GPU_T1
4982,research_consortium,standard,GPU_T1
4983,internal_research,standard,GPU_T3
4984,cloud_marketplace,standard,GPU_T4
4985,cloud_marketplace,standard,GPU_T1
4986,research_consortium,priority,GPU_T1
4987,cloud_marketplace,standard,GPU_T4
4988,managed_account,standard,GPU_T1
4989,cloud_marketplace,standard,GPU_T5
4990,managed_account,standard,GPU_T1
4991,cloud_marketplace,standard,GPU_T1
4992,cloud_marketplace,standard,GPU_T8
4993,cloud_marketplace,standard,GPU_T3
4994,research_consortium,priority,GPU_T1
4995,research_consortium,priority,GPU_T1
4996,research_consortium,priority,GPU_T1
4997,cloud_marketplace,standard,GPU_T1
4998,research_consortium,priority,GPU_T1
4999,research_consortium,priority,GPU_T1
5000,cloud_marketplace,standard,GPU_T5
5001,managed_account,standard,GPU_T1
5002,research_consortium,priority,GPU_T1
5003,research_consortium,priority,GPU_T1
5004,cloud_marketplace,standard,GPU_T1
5005,cloud_marketplace,standard,GPU_T3
5006,cloud_marketplace,on_demand,GPU_T1
5007,cloud_marketplace,on_demand,GPU_T1
5008,internal_research,standard,GPU_T1
5009,internal_research,priority,GPU_T5
5010,cloud_marketplace,priority,GPU_T8
5011,internal_research,standard,GPU_T5
5012,internal_research,standard,GPU_T3
5013,cloud_marketplace,standard,GPU_T4
5014,cloud_marketplace,standard,GPU_T4
5015,cloud_marketplace,standard,GPU_T1
5016,cloud_marketplace,standard,GPU_T4
5017,cloud_marketplace,standard,GPU_T1
5018,managed_account,priority,GPU_T1
5019,cloud_marketplace,standard,GPU_T4
5020,internal_research,standard,GPU_T7
5021,cloud_marketplace,standard,GPU_T1
5022,managed_account,standard,GPU_T1
5023,cloud_marketplace,standard,GPU_T1
5024,cloud_marketplace,standard,GPU_T1
5025,cloud_marketplace,priority,GPU_T1
5026,cloud_marketplace,standard,GPU_T1
5027,cloud_marketplace,on_demand,GPU_T1
5028,cloud_marketplace,standard,GPU_T4
5029,cloud_marketplace,standard,GPU_T1
5030,cloud_marketplace,standard,GPU_T1
5031,cloud_marketplace,standard,GPU_T5
5032,enterprise_client,standard,GPU_T1
5033,managed_account,standard,GPU_T1
5034,cloud_marketplace,priority,GPU_T1
5035,cloud_marketplace,standard,GPU_T1
5036,cloud_marketplace,standard,GPU_T1
5037,cloud_marketplace,standard,GPU_T4
5038,managed_account,standard,GPU_T5
5039,cloud_marketplace,standard,GPU_T4
5040,internal_research,standard,GPU_T7
5041,cloud_marketplace,standard,GPU_T4
5042,cloud_marketplace,standard,GPU_T4
5043,cloud_marketplace,on_demand,GPU_T1
5044,cloud_marketplace,priority,GPU_T1
5045,cloud_marketplace,standard,GPU_T5
5046,cloud_marketplace,on_demand,GPU_T1
5047,enterprise_client,standard,GPU_T1
5048,cloud_marketplace,standard,GPU_T5
5049,cloud_marketplace,standard,GPU_T1
5050,managed_account,standard,GPU_T5
5051,managed_account,standard,GPU_T1
5052,internal_research,standard,GPU_T1
5053,cloud_marketplace,priority,GPU_T1
5054,cloud_marketplace,standard,GPU_T1
5055,managed_account,priority,GPU_T1
5056,internal_research,standard,GPU_T5
5057,cloud_marketplace,standard,GPU_T6
5058,cloud_marketplace,standard,GPU_T1
5059,managed_account,standard,GPU_T1
5060,cloud_marketplace,priority,GPU_T6
5061,managed_account,standard,GPU_T1
5062,cloud_marketplace,standard,GPU_T1
5063,cloud_marketplace,standard,GPU_T1
5064,managed_account,standard,GPU_T1
5065,cloud_marketplace,standard,GPU_T1
5066,internal_research,standard,GPU_T5
5067,managed_account,enterprise,GPU_T1
5068,internal_research,standard,GPU_T6
5069,internal_research,standard,GPU_T5
5070,cloud_marketplace,standard,GPU_T5
5071,cloud_marketplace,standard,GPU_T1
5072,cloud_marketplace,priority,GPU_T1
5073,research_consortium,standard,GPU_T1
5074,internal_research,standard,GPU_T1
5075,managed_account,priority,GPU_T1
5076,internal_research,standard,GPU_T1
5077,managed_account,standard,GPU_T1
5078,internal_research,priority,GPU_T5
5079,cloud_marketplace,on_demand,GPU_T1
5080,cloud_marketplace,priority,GPU_T1
5081,cloud_marketplace,standard,GPU_T4
5082,cloud_marketplace,standard,GPU_T4
5083,cloud_marketplace,standard,GPU_T1
5084,internal_research,standard,GPU_T1
5085,managed_account,standard,GPU_T5
5086,internal_research,standard,GPU_T6
5087,internal_research,standard,GPU_T1
5088,internal_research,priority,GPU_T5
5089,research_consortium,standard,GPU_T1
5090,cloud_marketplace,standard,GPU_T6
5091,managed_account,standard,GPU_T1
5092,enterprise_client,standard,GPU_T1
5093,managed_account,standard,GPU_T1
5094,cloud_marketplace,standard,GPU_T1
5095,cloud_marketplace,standard,GPU_T1
5096,internal_research,standard,GPU_T1
5097,cloud_marketplace,on_demand,GPU_T1
5098,cloud_marketplace,standard,GPU_T1
5099,research_consortium,standard,GPU_T1
5100,research_consortium,standard,GPU_T1
5101,cloud_marketplace,on_demand,GPU_T1
5102,research_consortium,standard,GPU_T1
5103,cloud_marketplace,standard,GPU_T6
5104,cloud_marketplace,standard,GPU_T6
5105,internal_research,standard,GPU_T1
5106,research_consortium,enterprise,GPU_T1
5107,cloud_marketplace,standard,GPU_T1
5108,cloud_marketplace,standard,GPU_T4
5109,research_consortium,priority,GPU_T1
5110,cloud_marketplace,standard,GPU_T4
5111,cloud_marketplace,standard,GPU_T7
5112,internal_research,standard,GPU_T5
5113,cloud_marketplace,on_demand,GPU_T1
5114,cloud_marketplace,standard,GPU_T7
5115,internal_research,priority,GPU_T5
5116,cloud_marketplace,standard,GPU_T1
5117,internal_research,standard,GPU_T1
5118,internal_research,priority,GPU_T3
5119,cloud_marketplace,standard,GPU_T4
5120,cloud_marketplace,on_demand,GPU_T1
5121,cloud_marketplace,on_demand,GPU_T1
5122,cloud_marketplace,standard,GPU_T7
5123,internal_research,enterprise,GPU_T1
5124,cloud_marketplace,standard,GPU_T5
5125,managed_account,standard,GPU_T1
5126,cloud_marketplace,standard,GPU_T1
5127,cloud_marketplace,standard,GPU_T1
5128,cloud_marketplace,on_demand,GPU_T1
5129,research_consortium,standard,GPU_T1
5130,cloud_marketplace,standard,GPU_T4
5131,cloud_marketplace,standard,GPU_T1
5132,cloud_marketplace,standard,GPU_T1
5133,internal_research,priority,GPU_T5
5134,research_consortium,standard,GPU_T1
5135,cloud_marketplace,on_demand,GPU_T1
5136,managed_account,standard,GPU_T1
5137,internal_research,standard,GPU_T5
5138,internal_research,priority,GPU_T5
5139,cloud_marketplace,standard,GPU_T4
5140,managed_account,priority,GPU_T1
5141,cloud_marketplace,standard,GPU_T1
5142,managed_account,standard,GPU_T1
5143,cloud_marketplace,priority,GPU_T1
5144,cloud_marketplace,priority,GPU_T1
5145,cloud_marketplace,standard,GPU_T5
5146,cloud_marketplace,priority,GPU_T7
5147,managed_account,priority,GPU_T1
5148,cloud_marketplace,priority,GPU_T1
5149,managed_account,priority,GPU_T1
5150,cloud_marketplace,standard,GPU_T1
5151,research_consortium,standard,GPU_T1
5152,cloud_marketplace,standard,GPU_T1
5153,managed_account,priority,GPU_T1
5154,research_consortium,standard,GPU_T1
5155,internal_research,standard,GPU_T4
5156,cloud_marketplace,priority,GPU_T5
5157,managed_account,priority,GPU_T4
5158,managed_account,standard,GPU_T1
5159,cloud_marketplace,standard,GPU_T7
5160,cloud_marketplace,standard,GPU_T1
5161,cloud_marketplace,on_demand,GPU_T1
5162,cloud_marketplace,on_demand,GPU_T1
5163,managed_account,priority,GPU_T1
5164,managed_account,priority,GPU_T1
5165,cloud_marketplace,priority,GPU_T1
5166,cloud_marketplace,on_demand,GPU_T1
5167,cloud_marketplace,on_demand,GPU_T1
5168,cloud_marketplace,standard,GPU_T1
5169,research_consortium,standard,GPU_T1
5170,cloud_marketplace,standard,GPU_T4
5171,managed_account,priority,GPU_T1
5172,research_consortium,standard,GPU_T1
5173,managed_account,standard,GPU_T1
5174,cloud_marketplace,on_demand,GPU_T1
5175,cloud_marketplace,standard,GPU_T5
5176,managed_account,priority,GPU_T4
5177,internal_research,standard,GPU_T3
5178,cloud_marketplace,on_demand,GPU_T1
5179,cloud_marketplace,on_demand,GPU_T1
5180,cloud_marketplace,on_demand,GPU_T1
5181,research_consortium,standard,GPU_T1
5182,enterprise_client,standard,GPU_T1
5183,cloud_marketplace,standard,GPU_T1
5184,cloud_marketplace,standard,GPU_T4
5185,internal_research,standard,GPU_T6
5186,cloud_marketplace,standard,GPU_T3
5187,research_consortium,standard,GPU_T1
5188,internal_research,priority,GPU_T3
5189,cloud_marketplace,priority,GPU_T3
5190,internal_research,standard,GPU_T1
5191,research_consortium,standard,GPU_T1
5192,internal_research,standard,GPU_T7
5193,research_consortium,standard,GPU_T1
5194,research_consortium,standard,GPU_T1
5195,managed_account,standard,GPU_T1
5196,research_consortium,standard,GPU_T1
5197,cloud_marketplace,standard,GPU_T1
5198,cloud_marketplace,standard,GPU_T1
5199,cloud_marketplace,standard,GPU_T1
5200,research_consortium,standard,GPU_T1
5201,cloud_marketplace,standard,GPU_T4
5202,research_consortium,standard,GPU_T1
5203,research_consortium,standard,GPU_T1
5204,cloud_marketplace,on_demand,GPU_T1
5205,cloud_marketplace,standard,GPU_T4
5206,cloud_marketplace,priority,GPU_T1
5207,managed_account,standard,GPU_T4
5208,cloud_marketplace,standard,GPU_T1
5209,cloud_marketplace,standard,GPU_T4
5210,cloud_marketplace,standard,GPU_T7
5211,cloud_marketplace,standard,GPU_T1
5212,managed_account,standard,GPU_T1
5213,cloud_marketplace,standard,GPU_T4
5214,cloud_marketplace,on_demand,GPU_T1
5215,cloud_marketplace,priority,GPU_T5
5216,internal_research,standard,GPU_T4
5217,cloud_marketplace,on_demand,GPU_T1
5218,internal_research,standard,GPU_T1
5219,cloud_marketplace,standard,GPU_T4
5220,cloud_marketplace,standard,GPU_T1
5221,cloud_marketplace,on_demand,GPU_T1
5222,cloud_marketplace,on_demand,GPU_T4
5223,cloud_marketplace,on_demand,GPU_T1
5224,managed_account,standard,GPU_T5
5225,cloud_marketplace,priority,GPU_T8
5226,cloud_marketplace,standard,GPU_T4
5227,enterprise_client,standard,GPU_T4
5228,cloud_marketplace,priority,GPU_T5
5229,cloud_marketplace,standard,GPU_T5
5230,internal_research,standard,GPU_T1
5231,cloud_marketplace,priority,GPU_T1
5232,internal_research,standard,GPU_T6
5233,cloud_marketplace,standard,GPU_T1
5234,cloud_marketplace,standard,GPU_T1
5235,cloud_marketplace,standard,GPU_T1
5236,cloud_marketplace,standard,GPU_T4
5237,cloud_marketplace,standard,GPU_T4
5238,managed_account,standard,GPU_T1
5239,cloud_marketplace,standard,GPU_T6
5240,cloud_marketplace,standard,GPU_T4
5241,cloud_marketplace,standard,GPU_T4
5242,managed_account,priority,GPU_T1
5243,cloud_marketplace,standard,GPU_T4
5244,cloud_marketplace,standard,GPU_T4
5245,cloud_marketplace,priority,GPU_T4
5246,managed_account,priority,GPU_T1
5247,managed_account,priority,GPU_T1
5248,managed_account,on_demand,GPU_T1
5249,managed_account,priority,GPU_T1
5250,managed_account,standard,GPU_T1
5251,internal_research,priority,GPU_T7
5252,managed_account,priority,GPU_T1
5253,managed_account,standard,GPU_T1
5254,cloud_marketplace,standard,GPU_T1
5255,managed_account,standard,GPU_T1
5256,internal_research,standard,GPU_T1
5257,cloud_marketplace,standard,GPU_T5
5258,managed_account,priority,GPU_T4
5259,cloud_marketplace,standard,GPU_T1
5260,cloud_marketplace,standard,GPU_T4
5261,internal_research,standard,GPU_T7
5262,cloud_marketplace,standard,GPU_T4
5263,managed_account,standard,GPU_T1
5264,cloud_marketplace,standard,GPU_T4
5265,managed_account,priority,GPU_T1
5266,managed_account,standard,GPU_T4
5267,enterprise_client,standard,GPU_T5
5268,cloud_marketplace,standard,GPU_T4
5269,cloud_marketplace,priority,GPU_T1
5270,cloud_marketplace,standard,GPU_T1
5271,internal_research,standard,GPU_T8
5272,internal_research,standard,GPU_T1
5273,cloud_marketplace,standard,GPU_T1
5274,managed_account,standard,GPU_T4
5275,cloud_marketplace,standard,GPU_T4
5276,managed_account,priority,GPU_T4
5277,cloud_marketplace,on_demand,GPU_T1
5278,cloud_marketplace,standard,GPU_T1
5279,internal_research,standard,GPU_T1
5280,internal_research,priority,GPU_T6
5281,cloud_marketplace,standard,GPU_T1
5282,managed_account,standard,GPU_T1
5283,cloud_marketplace,standard,GPU_T4
5284,cloud_marketplace,standard,GPU_T1
5285,cloud_marketplace,standard,GPU_T4
5286,managed_account,standard,GPU_T1
5287,cloud_marketplace,standard,GPU_T1
5288,managed_account,standard,GPU_T1
5289,research_consortium,standard,GPU_T1
5290,managed_account,priority,GPU_T1
5291,managed_account,enterprise,GPU_T1
5292,managed_account,standard,GPU_T4
5293,research_consortium,standard,GPU_T1
5294,cloud_marketplace,standard,GPU_T1
5295,research_consortium,standard,GPU_T1
5296,cloud_marketplace,standard,GPU_T1
5297,cloud_marketplace,standard,GPU_T1
5298,cloud_marketplace,standard,GPU_T7
5299,cloud_marketplace,standard,GPU_T4
5300,internal_research,standard,GPU_T5
5301,research_consortium,standard,GPU_T1
5302,cloud_marketplace,priority,GPU_T3
5303,cloud_marketplace,priority,GPU_T4
5304,cloud_marketplace,standard,GPU_T7
5305,cloud_marketplace,standard,GPU_T3
5306,cloud_marketplace,standard,GPU_T7
5307,enterprise_client,standard,GPU_T1
5308,managed_account,priority,GPU_T1
5309,cloud_marketplace,standard,GPU_T1
5310,cloud_marketplace,standard,GPU_T4
5311,managed_account,priority,GPU_T1
5312,managed_account,standard,GPU_T1
5313,cloud_marketplace,priority,GPU_T4
5314,cloud_marketplace,priority,GPU_T4
5315,managed_account,standard,GPU_T5
5316,cloud_marketplace,standard,GPU_T4
5317,managed_account,priority,GPU_T1
5318,managed_account,priority,GPU_T1
5319,managed_account,priority,GPU_T1
